id,result,team_key,position,champion_id,user_name,kda
18,1,0,5,888,뱀에머리-KR1,5.67
18,0,1,3,777,절도있게-KR1,1.0
18,1,0,2,203,빵봉투-KR1,4.75
18,0,1,2,76,true my word yey-KR1,3.67
19,0,0,1,64,아발론친추주세요-KR1,1.11
19,1,1,1,57,전민혁-KR1,5.5
19,0,0,3,777,zpzG-Ryu,1.9
19,0,0,2,63,벌꿀허태범-9999,1.88
19,1,1,5,888,yuq1song-KR1,5.5
19,0,0,4,429,원딜프로지망생-2005,0.91
19,1,1,4,22,Samver-BRO,4.83
19,0,0,5,16,르세라핌 정훈-샌드박스1,1.43
19,1,1,2,203,yi zhen feng-KR1,3.0
19,1,1,3,126,역발산기개세-1123,5.8
20,0,0,3,3,전민혁-KR1,0.75
20,0,0,4,498,귀여운-귀여워,0.5
20,0,0,5,497,ming fans wunai-4135,1.25
20,1,1,2,56,나는순진하다-KR1,10.0
20,0,0,1,92,zcxsdasdas-KR1,0.86
20,1,1,5,235,Deer3-KR1,5.67
20,1,1,3,61,shuiyuanqianhe-KR1,18.0
20,1,1,1,266,topking-Jax1,5.0
20,1,1,4,147,딩가딩가할래-KR1,16.0
20,0,0,2,200,wo shi ni die-DKRS3,1.17
21,1,1,3,61,coolran-KR1,4.0
21,0,0,3,39,General irel-KR1,0.0
21,0,0,1,58,어색했-KR1,0.5
21,0,0,2,163,LSB-KRP,0.25
21,0,0,5,43,히히 다잘해요-히히다잘해,0.33
21,1,1,4,110,stay-2002,9
21,1,1,5,497,생각이 통달하다-KR1,4.0
21,1,1,1,777,이길거야-KR1,2
21,1,1,2,254,JZADfans-KR1,12.0
21,0,0,4,81,im not sorry-never,0.67
22,0,1,4,202,Deft-8366,8.5
22,1,0,1,777,윤용호-KR1,1.38
22,1,0,5,235,Way-한기리,3.4
22,1,0,4,110,DK Rahel-KR1,5.0
22,0,1,1,266,LSB-KRP,1.12
22,1,0,2,234,Croco-8900,9.5
22,0,1,3,84,핑 잘 안보는 사람-Ping,2.0
22,0,1,5,22,stay-2002,2.0
22,1,0,3,134,livinli-KR1,1.0
22,0,1,2,64,enenenenang-KR1,3.0
23,0,1,1,58,90 마린-KR1,1.44
23,0,1,5,526,Way-한기리,2.0
23,1,0,1,777,불 독-KDF,3.0
23,1,0,2,76,HamBak-7150,17.5
23,0,1,2,64,LSB-KRP,4.0
23,1,0,3,157,Clozer-KRP,1.0
23,1,0,4,110,따붕 람미스-KR1,2.12
23,1,0,5,12,노장 두티-KR1,5.6
23,0,1,3,518,livinli-KR1,1.73
23,0,1,4,30,We love Young-KR1,1.27
24,1,0,4,202,luckyqqqq-KR1,9.0
24,1,0,1,84,BRO Kangin-KR1,27.0
24,0,1,1,266,LSB-KRP,0.3
24,0,1,3,103,DRX kyeahoo-0813,1.67
24,1,0,3,69,정지훈-0828,3.0
24,1,0,5,40,Moham-모함이,6.2
24,0,1,4,145,스눈이-KR2,2.57
24,0,1,2,64,조사병단병사1-1484,1.11
24,0,1,5,526,르세라핌 정훈-샌드박스1,1.36
24,1,0,2,56,Chillin Homie-UDT,3.67
25,0,1,4,110,Jokek1lng-4124,1.0
25,1,0,3,61,luckyqqqq-KR1,12.0
25,0,1,1,79,Morgan-8274,0.83
25,1,0,2,56,LSB-KRP,5.0
25,0,1,3,268,TolanD23-KR1,1.0
25,1,0,1,24,ahahahhhhhh-招人打职业,0.75
25,1,0,5,12,haiyaoduojiu-1111,4.25
25,0,1,5,526,yskmismyson-KR1,1.6
25,1,0,4,429,qazwsxedcrfvdf-KR1,9.0
25,0,1,2,104,Chillin Homie-UDT,2.67
26,0,0,5,53,Jokek1lng-4124,1.29
26,0,0,4,15,Deft-8366,1.5
26,0,0,3,126,luckyqqqq-KR1,1.0
26,0,0,1,777,불가사의 카르테-KR1,1.25
26,0,0,2,143,라쿤99-1115,2.6
26,1,1,5,111,NS HH-KR1,2.0
26,1,1,2,104,LSB-KRP,6.33
26,1,1,1,114,안죽기장인-123,0.75
26,1,1,3,84,DRX-7267,16
26,1,1,4,110,따붕 람미스-KR1,16.0
27,1,0,1,48,Hide on bush-KR1,1.67
27,1,0,4,110,qiowirz-2045,4.5
27,0,1,1,24,LSB-KRP,1.33
27,1,0,5,888,Yusoo-5555,5.33
27,0,1,5,111,dmk7-KR1,0.57
27,0,1,4,119,BRO Enosh-KR1,1.14
27,0,1,3,61,GEN G MID TEST-KR1,0.8
27,1,0,3,777,zao chen zz-KR1,9.0
27,0,1,2,104,learn1-KR1,1.33
27,1,0,2,9,Jerry866-KR1,18.0
28,1,1,4,110,Deft-8366,8.5
28,0,0,1,777,cosmos-2401,0.17
28,0,0,3,166,HyeonJu-ZZang,3.67
28,0,0,2,68,LSB-KRP,1.0
28,1,1,5,22,Yusoo-5555,2.29
28,1,1,2,64,HLE Life Esports-HLE,6.33
28,1,1,3,518,GEN G MID TEST-KR1,3.33
28,0,0,5,40,Mute-1938,2.25
28,0,0,4,81,신이 되는 길요-KR1,1.33
28,1,1,1,266,asdfgghgh-KR1dd,10
29,0,0,1,777,Deft-8366,0
29,0,1,3,91,시간의 숲-KR1,0
29,0,0,2,78,LSB-KRP,0
29,0,1,5,429,Fzz gege-KR1,0
29,0,0,3,103,GEN G MID TEST-KR1,0
29,0,0,5,74,xiayoujie-KR1,0
29,0,1,2,64,K love Jiao-KR1,0
29,0,0,4,110,Bad End-KR1,0
29,0,1,4,22,tns3-KR1,0
29,0,1,1,266,asdfgghgh-KR1dd,0
30,1,0,1,41,kiin-KR1,2.4
30,0,1,4,110,Deft-8366,2.75
30,1,0,2,56,LSB-KRP,5.25
30,0,1,3,131,Clozer-KRP,0.62
30,0,1,5,888,Loopy-1813,4.25
30,0,1,2,59,hwa i tings-KR1,7.0
30,1,0,4,15,스눈이-KR2,6.0
30,0,1,1,24,xzz1-KR1,1.67
30,1,0,5,53,르세라핌 정훈-샌드박스1,3.0
30,1,0,3,711,fengzhenguuu-KR1,1.43
31,0,0,4,145,Jokek1lng-4124,2.17
31,1,1,2,163,타 잔-KR1,7.5
31,0,0,5,12,Way-한기리,0.71
31,0,0,3,134,HLE Loki-4360,1.75
31,1,1,1,240,my몸에서나가 칸-KR1,4.25
31,0,0,2,104,LSB-KRP,3.0
31,1,1,3,39,Clozer-KRP,2.83
31,1,1,4,429,jia xiang d1-KR1,2.6
31,0,0,1,266,텐동맨-KR1,0.75
31,1,1,5,888,르세라핌 정훈-샌드박스1,3.6
32,1,1,4,498,Jokek1lng-4124,6.5
32,0,0,5,497,Way-한기리,1.29
32,1,1,2,104,nikett-KR1,2.67
32,0,0,2,64,LSB-KRP,1.75
32,1,1,1,85,Zest-김동민,4.5
32,0,0,3,268,woyaoshangzuanyi-KR1,3.0
32,1,1,3,157,넥스트 챌린지-KR1,2.0
32,1,1,5,78,르세라핌 정훈-샌드박스1,4.67
32,0,0,4,145,갓독 No1-0412,0.33
32,0,0,1,114,asdasdzxc12-KR1,0.67
33,0,1,4,236,밤이싫어-샌드박스,2.14
33,1,0,1,77,cosmos-2401,4.67
33,1,0,2,64,LSB-KRP,7.5
33,1,0,3,134,DRX kyeahoo-0813,23.0
33,0,1,1,57,묵묵한철거왕-KR1,1.0
33,0,1,3,126,langmanbusi-KR1,0.83
33,1,0,4,222,daoxinwengu1-KR1,2.33
33,1,0,5,902,xiayoujie-KR1,6.25
33,0,1,5,22,tns3-KR1,3.4
33,0,1,2,876,learn1-KR1,1.11
34,1,1,3,61,LFT DICE-1234,7.0
34,1,1,1,24,FA ady-KR1,4.0
34,0,0,2,64,LSB-KRP,3.5
34,1,1,4,145,Samver-7777,16.0
34,0,0,3,777,langmanbusi-KR1,0.25
34,1,1,5,53,르세라핌 정훈-샌드박스1,6.5
34,0,0,5,235,daoxinwengu1-KR1,0.57
34,0,0,4,223,xiayoujie-KR1,0.67
34,1,1,2,62,learn1-KR1,5.0
34,0,0,1,68,VIICHAN-DRX,1.67
35,1,0,1,58,8년생 감자-KR1,2.33
35,0,1,1,266,JUGKlNG-KR1,2.0
35,0,1,4,523,Way-한기리,1.5
35,1,0,5,432,플레이리스트겨울-KR1,3.67
35,1,0,4,110,DK Rahel-KR1,3.5
35,1,0,3,777,dlwlrma22-KR1,12
35,0,1,2,200,LSB-KRP,1.75
35,1,0,2,63,HamBak-5770,5.5
35,0,1,3,61,M G-2821,1.75
35,0,1,5,526,르세라핌 정훈-샌드박스1,1.2
36,0,0,3,777,zpzG-Ryu,1.6
36,0,0,5,22,Way-한기리,1.0
36,1,1,4,81,DK Rahel-KR1,4.5
36,1,1,1,266,LSB-KRP,7
36,0,0,2,63,HamBak-5770,0.5
36,1,1,3,126,woyaoshangzuanyi-KR1,2.6
36,0,0,1,86,zao chen zz-KR1,0.0
36,0,0,4,110,갓독 No1-0412,1.33
36,1,1,2,163,learn1-KR1,8.0
36,1,1,5,40,Mute-1938,8.0
37,0,1,2,120,이 차가 식기전에-KR1,0
37,0,0,5,888,Minit-0203,0
37,0,1,1,119,qiowirz-2045,0
37,0,1,4,555,삐에로가좋아-7462,0
37,0,0,2,64,LSB-KRP,0
37,0,1,3,79,타 잔-2037,0
37,0,1,5,61,Pungyeon-0622,0
37,0,0,1,266,lanpangzi-KR1,0
37,0,0,3,268,한알한알달-KR1,0
37,0,0,4,429,KOJIMAO-KR1,0
38,1,0,3,103,zpzG-Ryu,13.0
38,1,0,4,110,Way-한기리,11.0
38,0,1,3,268,붐칙칵칙-KR1,0.38
38,1,0,5,432,플레이리스트겨울-KR1,22.0
38,1,0,2,104,LSB-KRP,17.0
38,0,1,1,24,안죽기장인-123,0.5
38,0,1,2,64,HLE Life Esports-HLE,0.38
38,1,0,1,78,Lancer-KDF,2.0
38,0,1,4,222,daoxinwengu1-KR1,0.25
38,0,1,5,40,Mute-1938,0.6
39,0,0,4,895,밤이싫어-샌드박스,1.0
39,0,0,2,104,타 잔-KR1,1.33
39,1,1,5,555,luck dog-KR1,7.0
39,1,1,3,7,Karis-BRO,6.0
39,1,1,2,64,LSB-KRP,13.0
39,0,0,5,235,Rooster-2005,0.14
39,0,0,3,134,DRX kyeahoo-0813,1.0
39,0,0,1,5,조사병단병사1-1484,0.17
39,1,1,1,85,텐동맨-KR1,3.5
39,1,1,4,145,Sad mood-KR1,5
40,0,0,3,61,leeppuppu-KR1,2.44
40,1,1,4,110,인생걸고태호시티-KR1,3.25
40,0,0,1,141,지멈미-멈미지,1.67
40,0,0,5,497,vghgff-ADADC,2.45
40,1,1,5,888,hide on bush-43578,3.11
40,1,1,3,134,shiuewoeinz-KR1,6.5
40,1,1,1,266,07top hansung-KR1,2.33
40,0,0,2,200,JUGKlNG-2002,6.5
40,0,0,4,29,wandousheshou-KR1,2.36
40,1,1,2,11,vbnc4rfghijkmtu5-KR1,0.75
41,0,0,5,107,cat on the bush-KR1,1.85
41,0,0,2,30,집착과 애착 사이-KR1,2.23
41,0,0,3,166,구 름-0328,1.21
41,1,1,1,517,페이커-9990,2.25
41,0,0,1,106,스카너하고싶어요-KR1,3.4
41,1,1,3,84,hide on bush-43578,4.43
41,1,1,4,110,울고시퍼-KR1,1.77
41,0,0,4,115,나를누가막니-KR1,2.0
41,1,1,5,22,이존관-KR1,1.64
41,1,1,2,64,bian fei wei bao-KR1,6.0
42,1,0,2,30,집착과 애착 사이-KR1,1.92
42,1,0,5,43,김현진-KR1,2.55
42,0,1,3,58,맛다시맛얼음-9223,3.8
42,0,1,4,119,seulgi-23T1,1.8
42,0,1,1,80,고기반찬을내와라-1213,3.0
42,1,0,3,91,hide on bush-43578,2.12
42,0,1,2,63,dinai-디나이,3.14
42,0,1,5,555,Harry-0719,1.83
42,1,0,4,81,65b08fda7d1a-KR1,3.88
42,1,0,1,75,곰의 신-KR1,1.5
43,1,0,3,103,끌라우즈-KR1,6.0
43,0,1,5,200,승리광-KR1,0.9
43,0,1,3,517,hide on bush-43578,0.89
43,1,0,4,110,나 왕자-KR1,6.0
43,1,0,2,64,OHwiN-KR1,9.5
43,0,1,1,120,sth2die4-KR1,0.0
43,1,0,5,111,YoojungHukiriLee-KR1,3.25
43,1,0,1,23,5656565656-KR1,9.5
43,0,1,2,145,yunini-唯我独尊,0.56
43,0,1,4,22,grieve1-KR1,0.25
44,0,0,3,61,White Canvas-KR1,0.57
44,1,1,5,7,집중해서캐리-KR1,4.0
44,1,1,4,81,어린이즈-KR1,3.5
44,1,1,3,517,hide on bush-43578,11.0
44,1,1,1,54,삐요라네-KR1,4.0
44,0,0,5,22,나를누가막니-KR1,0.67
44,0,0,4,51,yucca입니다-KR1,1.2
44,0,0,1,114,Eateew-KR1,0.5
44,1,1,2,200,yunini-唯我独尊,5.5
44,0,0,2,163,해둥이-105,1.25
45,1,1,3,133,주포님사랑해요-KR1,3.5
45,1,1,5,235,표희성-1234,3.0
45,0,0,2,120,토니킹-6666,1.0
45,0,0,3,84,hide on bush-43578,2.0
45,0,0,4,81,4778036del-KR1,0.5
45,0,0,5,43,새우먹는 미어캣-KR1,0.5
45,1,1,4,51,권성진-기모찌,3
45,0,0,1,126,민성박-7826,0.33
45,1,1,1,79,좋은 내일을 원합-KR1,2
45,1,1,2,234,0670-KR1,4.0
46,0,0,3,126,652569-3833,5.0
46,0,0,1,24,따봉 람머스-KR1,1.25
46,1,1,4,110,NS OddEye-KR1,3.33
46,1,1,3,517,hide on bush-43578,1.6
46,0,0,2,9,테 디 스 틱-피들장인,2.25
46,1,1,2,64,Imagine Legends-KR1,4.0
46,1,1,1,777,샤오 쑤A-KR1,2.0
46,1,1,5,22,Juйwon-KR1,13
46,0,0,5,497,소울이강철멘탈-4402,0.67
46,0,0,4,115,isuppose-KR1,1.0
47,1,0,4,18,바텀개-KR1,9.0
47,1,0,1,92,건애긔-KR1,10.0
47,0,1,5,40,Support-gosu,2.75
47,1,0,3,84,hide on bush-43578,3.0
47,0,1,1,154,읏차읏차으라차차-KR1,1.38
47,0,1,3,777,Chovyz-Chovy,1.6
47,1,0,5,888,아기 규태-KR1,16.0
47,0,1,4,202,WITHOUT-177,1.12
47,1,0,2,200,Rose-INFP,3.5
47,0,1,2,876,XDAX-KR1,0.83
48,1,0,5,432,Road-2693,2.29
48,0,1,4,110,찬우펭귄-KR1,1.67
48,1,0,4,81,예빈이 키 158CM-KR1,15.0
48,0,1,1,68,따봉 람머스-KR1,4.67
48,1,0,1,10,우유없는시리얼-KR1,1.12
48,0,1,3,84,hide on bush-43578,1.33
48,0,1,5,517,INTP-1w9,2.17
48,1,0,2,59,동글러-KR2,3.25
48,1,0,3,711,예빈누나 미쳤다-KR1,3.5
48,0,1,2,104,lushangxiaoxin-KR1,4.0
49,1,0,1,78,새하얀 thigh-KR1,4.4
49,0,1,4,18,찬우펭귄-KR1,1.62
49,0,1,2,35,샤코 어똔데-KR1,2.57
49,0,1,3,517,hide on bush-43578,2.33
49,0,1,1,39,lczz-KR1,0.8
49,1,0,3,68,소울이강철멘탈-4402,2.57
49,0,1,5,76,INTP-1w9,2.62
49,1,0,2,5,최민제-최민제,2.11
49,1,0,4,145,brbrqbq-KR1,3.0
49,1,0,5,111,eods1-KR1,5.5
50,0,0,2,56,난 더 성장할거야-KR01,2.0
50,0,0,4,74,Valse des fleurs-KR1,1.0
50,1,1,3,517,hide on bush-43578,2.5
50,0,0,3,777,아이유-2033,1.83
50,0,0,5,497,D kaa-KR1,2.2
50,1,1,4,498,brbrqbq-KR1,7.5
50,0,0,1,85,좋은 내일을 원합-KR1,1.0
50,1,1,2,104,무능력 초능력-KR1,2.57
50,1,1,1,77,Hyun min 06-KR1,6.0
50,1,1,5,235,eods1-KR1,7.67
51,0,1,2,56,난 더 성장할거야-KR01,1.29
51,1,0,4,74,Valse des fleurs-KR1,1.83
51,0,1,3,84,hide on bush-43578,3.25
51,0,1,5,432,키 네-서 진,2.57
51,1,0,1,24,HLE 팬서-KR1,2.4
51,0,1,4,202,남은달력 두 장-KR1,3.75
51,1,0,2,104,Maniac LoL-KR1,4.75
51,1,0,5,111,doi with me-KR1,2.29
51,1,0,3,61,첫째키아나여왕-KR1,3.17
51,0,1,1,887,Sun yalong-5142,1.22
52,0,1,1,133,BTS봉준호손흥민괴물쥐레츠고-Akaps,0.75
52,1,0,5,154,전투 크리쳐-KR1,0.56
52,0,1,5,161,코즈벨-KR1,2.8
52,0,1,3,240,Skaarl Driver-KR1,1.33
52,1,0,4,29,괴물쥐-검색하지마,1.17
52,1,0,3,84,hide on bush-43578,10.0
52,0,1,4,202,wanan-0w0,5.33
52,1,0,2,104,Maniac LoL-KR1,3.33
52,1,0,1,23,71newda-KR1,5.0
52,0,1,2,64,renhuoyikouq-KR1,2.67
53,1,0,5,888,일 편-라 코,5.0
53,0,1,3,84,hide on bush-43578,1.0
53,0,1,4,145,럽 냥 fan-KR1,2.4
53,1,0,1,166,HyeonJu-ZZang,4.0
53,0,1,2,203,우리도 사랑했었-KR1,1.33
53,1,0,4,498,Vaundy fan-9999,2.0
53,1,0,2,59,Shylie-KR1,5.67
53,0,1,1,68,첫째키아나여왕-KR1,0.75
53,1,0,3,61,qweasd123345-KR1,6.33
53,0,1,5,497,Juliera-KR1,1.29
54,0,1,2,202,함현식-KR1,0
54,0,0,1,126,끌라우즈-KR1,0
54,0,1,4,56,난 더 성장할거야-KR01,0
54,0,0,5,53,hide on bush-43578,0
54,0,0,4,69,Chang Min-KR1,0
54,0,1,3,115,Katagiri Eririka-KR1,0
54,0,0,3,134,이상호93-에메딱이상,0
54,0,0,2,104,무능력 초능력-KR1,0
54,0,1,5,526,hard to be human-KR1,0
54,0,1,1,24,575757-KR1,0
55,1,0,4,110,Yoon SeokJun-KR1,4.75
55,0,1,5,32,전투 크리쳐-KR1,0.75
55,0,1,2,64,생각말고 해-KR1,1.75
55,0,1,3,897,IllIllIllIl-KR1,1.75
55,1,0,1,517,BRO Ivory-KR1,2.0
55,1,0,3,91,hide on bush-43578,10.0
55,1,0,5,143,쨩구마을-KR1,4.0
55,1,0,2,78,알라를알라-알라를알라,11.0
55,0,1,1,7,첫째키아나여왕-KR1,1.8
55,0,1,4,236,Double Bear-KR1,1.0
56,0,1,2,62,메가 영재-1116,0.67
56,0,1,3,61,LunaLina-KR1,1.75
56,1,0,2,254,이광수-happy,16.0
56,1,0,1,24,나의본색-KR1,4.0
56,0,1,1,126,좋은개미-KR1,0.43
56,0,1,5,22,HLE Antimage-KR1,1.0
56,1,0,3,4,Takey-KR99,6.0
56,1,0,5,888,WALLE828-KR1,12.5
56,0,1,4,51,God JeongIn-1234,0.75
56,1,0,4,429,Dante Ramirez-KR1,5.5
57,0,1,5,888,One Two day zz-아니고0,1.14
57,1,0,3,103,LunaLina-KR1,5.33
57,1,0,5,497,쨩구마을-KR1,3.5
57,1,0,2,64,JUGKING-0901,19.0
57,0,1,1,266,어 형이야-KR 1,0.71
57,1,0,4,498,jjjjhhhh-KR1,6.0
57,1,0,1,164,dydwns7667-11111,3.33
57,0,1,3,134,예빈누나 미쳤다-KR1,0.6
57,0,1,4,429,jingxindeyi-KR1,1.5
57,0,1,2,104,수환이는 기분이 꿀꿀하다-힘내렴,1.17
58,0,0,1,24,BRO Ivory-KR1,1.83
